property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price,floor_number
1 BHK Villa for Sale in Palanpur Surat,Super Area,72.0,Unfurnished,Ready to Move,Resale,East,"Garden/Park, Main Road",10031.0,65.0,5.0
  Plot/Land for Sale in Dandi Road Surat,Plot Area,990.0,5,Freehold,Resale,Unknown,20 m,6869.0,68.0,5.0
"3 BHK Apartment for Sale in Shubham Pearl, Palanpur Surat",Super Area,1775.0,New Property,Poss. by Jun '25,5 out of 13,Unfurnished,East,3803.0,67.5,5.0
"3 BHK Apartment for Sale in Gothic Heritage, Pal Gam Surat",Super Area,1660.0,Resale,Ready to Move,9 out of 13,Semi-Furnished,East,3614.0,60.0,9.0
3 BHK  House for Sale in Pal Gam Surat,Super Area,78.0,Resale,Ready to Move,1 out of 1,Furnished,West,13533.0,95.0,1.0
3 BHK Apartment for Sale in Anand Mahal Road Surat,Super Area,1820.0,Resale,Ready to Move,7 out of 7,Furnished,East,3846.0,70.0,7.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,650.0,New Property,Ready to Move,5 out of 13,Unfurnished,East,4365.0,52.5,5.0
3 BHK Apartment for Sale in Althan Surat,Carpet Area,1037.0,New Property,Ready to Move,5 out of 13,Unfurnished,North - East,4090.0,77.1,5.0
"2 BHK Apartment for Sale in The Ultima, Vesu Surat",Super Area,1300.0,New Property,Ready to Move,5 out of 13,Unfurnished,East,4800.0,62.4,5.0
"3 BHK Apartment for Sale in Vesu Point, Vesu Surat",Carpet Area,970.0,Resale,Ready to Move,6 out of 12,Furnished,East,5538.0,90.0,6.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1180.0,Resale,Ready to Move,9 out of 13,Furnished,East,5000.0,59.0,9.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1280.0,New Property,Poss. by Oct '25,6 out of 12,Unfurnished,East,3977.0,50.9,6.0
"2 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",Super Area,1275.0,New Property,Ready to Move,11 out of 13,Unfurnished,East,4314.0,55.0,11.0
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Carpet Area,911.0,New Property,Ready to Move,8 out of 15,Unfurnished,East,4162.0,75.0,8.0
"3 BHK Apartment for Sale in Shikhar Heights, Althan Surat",Super Area,1725.0,New Property,Ready to Move,11 out of 13,Furnished,South - East,4928.0,85.0,11.0
"2 BHK Apartment for Sale in Ratna Shyam Residency, Althan Surat",Super Area,1350.0,Resale,Ready to Move,8 out of 11,Furnished,South -West,4593.0,62.0,8.0
3 BHK Apartment for Sale in bhavyaraj florida Surat,Carpet Area,1006.0,Resale,Poss. by Jan '25,6 out of 14,Unfurnished,East,4050.0,74.1,6.0
3 BHK Apartment for Sale in Pal Gam Surat,Super Area,1649.0,New Property,Poss. by May '25,5 out of 13,Unfurnished,East,3400.0,56.1,5.0
2 BHK Apartment for Sale in Dumas Road Surat,Super Area,1290.0,New Property,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,4500.0,58.1,6.0
  Plot/Land for Sale in Jahangirabad Surat,Plot Area,810.0,Congo,Freehold,Resale,Unknown,15 m,11111.0,90.0,5.0
4 BHK Villa for Sale in Dindoli Surat,Carpet Area,2052.0,Unfurnished,Poss. by Oct '24,New Property,East,Main Road,4691.5,71.5,5.0
"3 BHK Apartment for Sale in Shilalekh Imperia, Pal Surat",Super Area,1745.0,New Property,Poss. by Apr '25,6 out of 13,Unfurnished,South -West,4551.0,79.4,6.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,720.0,New Property,Poss. by Feb '25,4 out of 14,Unfurnished,East,4400.0,58.7,4.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,723.0,New Property,Poss. by May '25,6 out of 12,Unfurnished,East,3954.0,52.0,6.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1311.0,Unfurnished,5 out of 13,New Property,East,Garden/Park,4251.0,55.7,5.0
"3 BHK Apartment for Sale in Serenity Homes, Pal Surat",Super Area,1850.0,New Property,Poss. by Sep '25,5 out of 13,Unfurnished,East,4651.0,86.0,5.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1225.0,Resale,Ready to Move,5 out of 15,Unfurnished,South -West,3716.0,69.0,5.0
3 BHK  House for Sale in Dindoli Surat,Carpet Area,2000.0,Unfurnished,Ready to Move,New Property,North - East,"Garden/Park, Main Road",4691.5,65.0,5.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1777.0,Resale,Poss. by Aug '24,13 out of 14,Unfurnished,East,4240.0,75.4,13.0
4 BHK Apartment for Sale in Bamroli Surat,Carpet Area,1255.0,Unfurnished,Ready to Move,New Property,East,Main Road,4100.0,93.6,5.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,707.0,New Property,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,4475.0,57.5,5.0
"2 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Super Area,1361.0,New Property,Poss. by Dec '25,5 out of 13,Unfurnished,South -West,5143.0,70.0,5.0
"2 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",Super Area,1625.0,New Property,Ready to Move,14 out of 14,Unfurnished,North,5100.0,82.9,14.0
"2 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Super Area,1361.0,New Property,Poss. by Oct '25,5 out of 13,Unfurnished,North - East,5511.0,75.0,5.0
"3 BHK Apartment for Sale in Suryam Square, Palanpur Surat",Carpet Area,790.0,New Property,Ready to Move,8 out of 12,Unfurnished,East,4691.5,50.9,8.0
3 BHK Apartment for Sale in Godadara Surat,Super Area,1948.0,New Property,Poss. by Jan '25,5 out of 13,Unfurnished,East,3500.0,68.2,5.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,960.0,New Property,Ready to Move,6 out of 13,Unfurnished,East,3851.0,61.6,6.0
4 BHK Apartment for Sale in Adajan Surat,Carpet Area,1600.0,Resale,Ready to Move,9 out of 10,Unfurnished,East,2831.0,83.5,9.0
"3 BHK Apartment for Sale in Santvan Seron, Palanpur Surat",Super Area,1861.0,New Property,Poss. by Aug '24,6 out of 13,Unfurnished,East,4281.0,79.7,6.0
"3 BHK Apartment for Sale in Happy Elegance, Vesu Surat",Super Area,1643.0,Resale,Ready to Move,11 out of 13,Unfurnished,East,5500.0,90.4,11.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1159.0,Resale,Ready to Move,6 out of 13,Unfurnished,East,4745.0,55.0,6.0
  Plot/Land for Sale in Dandi Road Surat,Plot Area,1080.0,5,Freehold,Resale,Unknown,20 m,6481.0,70.0,5.0
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1825.0,New Property,Poss. by Feb '26,5 out of 13,Unfurnished,East,3852.0,70.3,5.0
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat",Super Area,1251.0,Resale,Ready to Move,13 out of 15,Semi-Furnished,South -West,4597.0,57.5,13.0
3 BHK Apartment for Sale in Adajan Surat,Super Area,1550.0,Resale,Ready to Move,2 out of 9,Semi-Furnished,West,4194.0,65.0,2.0
4 BHK Villa for Sale in Adajan Surat,Super Area,100.0,Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",10000.0,90.0,5.0
  Plot/Land for Sale in Jahangir Pura Surat,Plot Area,91.0,Resale,4.55 X 20,Freehold,5,Unknown,60000.0,54.6,5.0
"3 BHK Apartment for Sale in Raghuvir Shubh Residency, VIP Road Surat",Carpet Area,1128.0,Resale,Ready to Move,7 out of 11,Unfurnished,North - East,5053.0,95.0,7.0
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",Super Area,1646.0,New Property,Ready to Move,5 out of 13,Unfurnished,East,4800.0,79.0,5.0
"3 BHK Villa for Sale in Rajhans Feriado, Dandi Road Surat",Super Area,123.0,Unfurnished,Ready to Move,Resale,West,Garden/Park,6052.0,67.0,5.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1811.0,New Property,Ready to Move,6 out of 12,Unfurnished,South - East,3644.0,66.0,6.0
"3 BHK Apartment for Sale in Anand Avenue, Jahangirabad Surat",Super Area,1610.0,New Property,Ready to Move,7 out of 13,Unfurnished,East,3602.0,58.0,7.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,New Property,Ready to Move,11 out of 15,Unfurnished,East,4153.0,52.0,11.0
"3 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1650.0,Orchid Fantasia,New Property,Unfurnished,3,Unknown,3636.0,60.0,5.0
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1665.0,Unfurnished,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,56.8,5.0
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,Resale,Poss. by Dec '24,9 out of 14,Unfurnished,East,4000.0,66.0,9.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1206.0,New Property,Poss. by Dec '25,7 out of 14,Unfurnished,East,4291.0,51.7,7.0
2 BHK Apartment for Sale in Dumas Road Surat,Super Area,1260.0,New Property,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,4500.0,56.7,6.0
  Plot/Land for Sale in Pal Surat,Plot Area,900.0,Congo,Freehold,Resale,Unknown,15 m,11111.0,50.9,5.0
3 BHK Villa for Sale in Dindoli Surat,Carpet Area,1520.0,Unfurnished,Poss. by Mar '25,New Property,East,Main Road,4691.5,59.0,5.0
"3 BHK Apartment for Sale in Suryam Primrose, Pal Surat",Super Area,2075.0,New Property,Poss. by Apr '25,6 out of 13,Unfurnished,East,4600.0,95.5,6.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1315.0,New Property,Poss. by Mar '25,4 out of 13,Unfurnished,East,4000.0,52.6,4.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,946.0,New Property,Poss. by Dec '26,6 out of 14,Unfurnished,East,3430.0,59.0,6.0
3 BHK Apartment for Sale in Pal Surat,Super Area,1872.0,Unfurnished,5 out of 14,New Property,East,"Garden/Park, Main Road",4541.0,85.0,5.0
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",Super Area,1891.0,New Property,Poss. by May '25,5 out of 13,Unfurnished,East,4751.0,89.8,5.0
"3 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",Carpet Area,1100.0,Resale,Ready to Move,9 out of 12,Semi-Furnished,South -West,4514.0,76.5,9.0
4 BHK Villa for Sale in Dindoli Surat,Carpet Area,2430.0,Unfurnished,Ready to Move,New Property,North - East,"Garden/Park, Main Road",4691.5,85.0,5.0
3 BHK Apartment for Sale in Bhimrad Surat,Super Area,1715.0,New Property,Ready to Move,2 out of 13,Unfurnished,East,4781.0,82.0,2.0
3 BHK Apartment for Sale in Adajan Surat,Carpet Area,1000.0,Unfurnished,Poss. by Jan '26,New Property,East,Main Road,3295.0,57.0,5.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1616.0,New Property,Ready to Move,5 out of 13,Unfurnished,South -West,4000.0,64.6,5.0
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365.0,New Property,Ready to Move,5 out of 10,Unfurnished,South -West,5100.0,69.6,5.0
"  Showroom for Sale in Raajmahal AC Mall, Punagam Surat",Carpet Area,436.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,7611.0,65.0,1.0
3 BHK Apartment for Sale in Godadara Surat,Super Area,1940.0,Resale,Ready to Move,6 out of 14,Unfurnished,West,3608.0,70.0,6.0
3 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1750.0,Resale,Ready to Move,5 out of 12,Unfurnished,East,3486.0,61.0,5.0
3 BHK Apartment for Sale in Adajan Surat,Super Area,2346.0,Resale,Ready to Move,12 out of 13,Furnished,East,4049.0,95.0,12.0
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",Super Area,1737.0,New Property,Poss. by Mar '25,6 out of 13,Unfurnished,East,4700.0,81.6,6.0
"2 BHK Apartment for Sale in Nandini 2, Vesu Surat",Super Area,1283.0,Resale,Ready to Move,2 out of 12,Furnished,East,4910.0,63.0,2.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Poss. by Dec '24,7 out of 13,Unfurnished,South -West,4250.0,55.7,7.0
  Plot/Land for Sale in Dandi Road Surat,Plot Area,1080.0,6,Freehold,Resale,Unknown,20 m,6389.0,69.0,5.0
"2 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1315.0,New Property,Poss. by Feb '26,5 out of 13,Unfurnished,East,3848.0,50.6,5.0
"3 BHK Apartment for Sale in Shreepad Seasons, Palanpur Gam Surat",Super Area,1782.0,Resale,Ready to Move,9 out of 11,Furnished,East,5107.0,91.0,9.0
3 BHK Apartment for Sale in shilp Surat,Super Area,1650.0,Resale,Ready to Move,11 out of 11,Semi-Furnished,East,4848.0,80.0,11.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1425.0,New Property,Ready to Move,7 out of 14,Unfurnished,South -West,3649.0,52.0,7.0
1 BHK  House for Sale in Palanpur Surat,Carpet Area,630.0,Resale,Ready to Move,Ground out of 1,Unfurnished,South,8730.0,55.0,1.0
"3 BHK Apartment for Sale in Swastik Residency, Vesu Canal Road Surat",Carpet Area,1050.0,Resale,Ready to Move,6 out of 12,Unfurnished,North - East,5086.0,89.0,6.0
"3 BHK Apartment for Sale in Triyom Abode, Vesu Surat",Super Area,2100.0,New Property,Poss. by Dec '27,5 out of 13,Unfurnished,East,4500.0,94.5,5.0
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1328.0,Resale,Ready to Move,12 out of 15,Unfurnished,East,4029.0,53.5,12.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1761.0,New Property,Ready to Move,6 out of 12,Unfurnished,South - East,3634.0,64.0,6.0
"3 BHK Apartment for Sale in Laxmi Nova, Jahangirabad Surat",Super Area,1644.0,New Property,Poss. by Oct '24,6 out of 13,Unfurnished,East,3589.0,59.0,6.0
"2 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,1275.0,New Property,Ready to Move,4 out of 13,Unfurnished,South - East,4000.0,51.0,4.0
"2 BHK Apartment for Sale in Sun Sarvam, Vesu Surat",Super Area,1385.0,Unfurnished,Poss. by Aug '24,New Property,Sun Sarvam,Unknown,4751.0,65.8,5.0
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1670.0,Unfurnished,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,57.0,5.0
"3 BHK Apartment for Sale in Sattvam, Pal Surat",Carpet Area,1134.0,New Property,Poss. by Jun '25,7 out of 12,Unfurnished,East,4658.0,96.0,7.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1704.0,New Property,Poss. by Dec '25,6 out of 14,Unfurnished,East,4291.0,73.1,6.0
2 BHK Apartment for Sale in Dumas Road Surat,Super Area,1200.0,New Property,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,4500.0,54.0,6.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1000.0,New Property,Poss. by Jul '25,8 out of 12,Unfurnished,East,4819.0,50.9,8.0
3 BHK Villa for Sale in Dindoli Surat,Carpet Area,1638.0,Unfurnished,Poss. by May '25,Resale,East,"Garden/Park, Main Road",3145.0,51.5,5.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1657.0,New Property,Ready to Move,6 out of 13,Unfurnished,East,3862.0,64.0,6.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1051.0,New Property,Poss. by Dec '25,3 out of 13,Unfurnished,South -West,3751.0,71.7,3.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,817.0,New Property,Poss. by Dec '25,6 out of 14,Unfurnished,East,3157.0,54.5,6.0
4 BHK Apartment for Sale in Jahangirabad Surat,Super Area,2367.0,Resale,Ready to Move,7 out of 12,Unfurnished,"Garden/Park, Main Road",3169.0,75.0,7.0
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",Super Area,1650.0,New Property,Poss. by Dec '25,5 out of 13,Unfurnished,East,4200.0,69.3,5.0
"2 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",Carpet Area,1000.0,Resale,Ready to Move,9 out of 12,Unfurnished,South -West,4511.0,57.5,9.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,1259.0,New Property,Ready to Move,7 out of 13,Unfurnished,North,4845.0,61.0,7.0
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1150.0,Unfurnished,Poss. by Dec '24,New Property,East,Main Road,4751.0,91.5,5.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1825.0,New Property,Poss. by Dec '25,5 out of 14,Unfurnished,South -West,4000.0,73.0,5.0
"  Shop for Sale in Aagam Vivianna, Vesu Surat",Super Area,400.0,Resale,Ready to Move,Ground out of 4,1 Covered,Unknown,14000.0,56.0,4.0
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365.0,New Property,Ready to Move,5 out of 10,Unfurnished,South -West,5500.0,75.1,5.0
3 BHK Apartment for Sale in Godadara Surat,Super Area,1882.0,Resale,Ready to Move,12 out of 14,Unfurnished,East,3666.0,69.0,12.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1609.0,Resale,Ready to Move,11 out of 13,Unfurnished,3,3442.0,55.4,11.0
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Super Area,1891.0,New Property,Poss. by Mar '25,7 out of 13,Unfurnished,East,4700.0,88.9,7.0
"3 BHK Apartment for Sale in Nandini 2, Vesu Surat",Super Area,1645.0,Resale,Ready to Move,6 out of 12,Furnished,East,4924.0,81.0,6.0
"2 BHK Apartment for Sale in Shreepad Panorama, Palanpur Gam Surat",Super Area,1327.0,Resale,Ready to Move,6 out of 14,Furnished,East,4521.0,60.0,6.0
  Plot/Land for Sale in Dandi Road Surat,Plot Area,828.0,4,Freehold,Resale,Unknown,20 m,7444.0,61.6,5.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1774.0,New Property,Poss. by Dec '24,3 out of 5,Unfurnished,South -West,5006.0,88.8,3.0
"3 BHK Apartment for Sale in Nakshatra Embassy, Palanpur Surat",Super Area,1630.0,Resale,Ready to Move,7 out of 13,Furnished,East,4294.0,70.0,7.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1260.0,Resale,Ready to Move,12 out of 12,Furnished,West,4762.0,60.0,12.0
"2 BHK Apartment for Sale in Sangini Gardenia, Jahangirabad Surat",Carpet Area,1240.0,Resale,Ready to Move,6 out of 9,Semi-Furnished,"Garden/Park, Main Road",4691.5,53.0,6.0
"3 BHK Apartment for Sale in Happy Residency, Vesu Surat",Carpet Area,1300.0,Resale,Ready to Move,9 out of 13,Unfurnished,North - East,4439.0,91.0,9.0
"2 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Carpet Area,749.0,New Property,Ready to Move,5 out of 13,Unfurnished,North,5145.0,70.0,5.0
"3 BHK Apartment for Sale in Monarch recidency, Palanpur Gam Surat",Super Area,1767.0,Resale,Ready to Move,8 out of 12,Unfurnished,East,4301.0,76.0,8.0
3 BHK Apartment for Sale in Althan Surat,Super Area,1773.0,New Property,Ready to Move,8 out of 12,Unfurnished,East,4372.0,77.5,8.0
"3 BHK Apartment for Sale in The Iconic, Adajan Surat",Super Area,1800.0,New Property,Poss. by Jan '25,7 out of 13,Unfurnished,East,3444.0,62.0,7.0
"2 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,1270.0,New Property,Ready to Move,7 out of 12,Furnished,East,5118.0,65.0,7.0
"3 BHK Apartment for Sale in Sun Sarvam, Vesu Surat",Super Area,1925.0,Unfurnished,Poss. by Aug '24,New Property,Sun Sarvam,3,4751.0,91.5,5.0
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1675.0,Unfurnished,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,57.1,5.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,981.0,Resale,Ready to Move,6 out of 14,Unfurnished,East,3611.0,64.4,6.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1250.0,Resale,Ready to Move,7 out of 13,Furnished,East,5200.0,65.0,7.0
3 BHK Apartment for Sale in Bamroli Surat,Super Area,1781.0,New Property,Poss. by Aug '24,7 out of 13,Unfurnished,East,3651.0,65.0,7.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1000.0,New Property,Poss. by May '25,6 out of 12,Unfurnished,East,4852.0,50.9,6.0
3 BHK Villa for Sale in Godadara Surat,Carpet Area,1665.0,Unfurnished,Poss. by May '25,Resale,East,"Garden/Park, Main Road",3430.0,57.1,5.0
"3 BHK Apartment for Sale in Supath Enclave, Adajan Surat",Super Area,1857.0,New Property,Ready to Move,7 out of 13,Unfurnished,East,4300.0,79.9,7.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1200.0,New Property,Poss. by Dec '25,3 out of 13,Unfurnished,South -West,3751.0,82.5,3.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,935.0,New Property,Poss. by Jun '26,Lower Basement out of 14,Unfurnished,East,3509.0,59.7,14.0
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Carpet Area,991.0,Unfurnished,8 out of 13,New Property,East,"Garden/Park, Main Road",3999.0,72.1,5.0
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Super Area,1881.0,New Property,Poss. by Dec '24,5 out of 13,Unfurnished,East,4751.0,89.4,5.0
"3 BHK Apartment for Sale in Blu Altezza, Pal Gam Surat",Carpet Area,1150.0,Resale,Ready to Move,7 out of 15,Unfurnished,South -West,4911.0,96.5,7.0
2 BHK Apartment for Sale in Rameshwaram Height Surat,Super Area,1371.0,Resale,Ready to Move,4 out of 12,Unfurnished,West,5033.0,69.0,4.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,1115.0,Unfurnished,Poss. by Mar '25,New Property,East,Main Road,3861.0,71.7,5.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1275.0,New Property,Ready to Move,5 out of 14,Unfurnished,South -West,4500.0,57.4,5.0
"2 BHK Apartment for Sale in Meera Height, Bhimrad Surat",Super Area,1391.0,New Property,Ready to Move,14 out of 14,Unfurnished,West,4300.0,59.8,14.0
4 BHK Apartment for Sale in Godadara Surat,Super Area,2700.0,Resale,Ready to Move,8 out of 14,Unfurnished,East,3704.0,50.9,8.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1251.0,New Property,Ready to Move,8 out of 15,Semi-Furnished,East,4396.0,55.0,8.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Poss. by Mar '26,5 out of 13,Unfurnished,East,4251.0,55.7,5.0
